date,ticker,action,price,quantity,commission,strategy,zscore
2024-09-18,MHK,SELL,124.7,1,0.06235,mean_reversion,-1165.06488804891
2024-09-19,LEVI,SELL,16.79,1,0.008395,mean_reversion,-1105.1770872455763
2024-09-19,MHK,BUY,119.1,1,0.05955,mean_reversion,-1105.1770872455763
2024-09-20,LEVI,BUY,16.65,1,0.0083249999999999,mean_reversion,-1081.6182832530883
2024-09-20,MHK,SELL,116.82,1,0.05841,mean_reversion,-1081.6182832530883
2024-09-23,LEVI,SELL,17.39,1,0.008695,mean_reversion,-1099.2323423128923
2024-09-23,MHK,BUY,119.16,1,0.05958,mean_reversion,-1099.2323423128923
2024-09-24,LEVI,BUY,17.32,1,0.00866,mean_reversion,-1104.1862964234622
2024-09-24,MHK,SELL,119.54,1,0.05977,mean_reversion,-1104.1862964234622
2024-09-25,LEVI,SELL,17.44,1,0.00872,mean_reversion,-1110.0209534870223
2024-09-25,MHK,BUY,120.19,1,0.060095,mean_reversion,-1110.0209534870223
2024-09-26,LEVI,BUY,17.47,1,0.008735,mean_reversion,-1103.8560328160909
2024-09-26,MHK,SELL,119.66,1,0.05983,mean_reversion,-1103.8560328160909
2024-09-27,LEVI,SELL,17.19,1,0.008595,mean_reversion,-1097.6911121451594
2024-09-27,MHK,BUY,118.82,1,0.05941,mean_reversion,-1097.6911121451594
2024-09-30,LEVI,BUY,17.34,1,0.00867,mean_reversion,-1092.9573337728373
2024-09-30,MHK,SELL,118.54,1,0.05927,mean_reversion,-1092.9573337728373
2024-10-01,LEVI,SELL,17.3,1,0.00865,mean_reversion,-1099.892869527635
2024-10-01,MHK,BUY,119.13,1,0.059565,mean_reversion,-1099.892869527635
2024-10-02,LEVI,BUY,17.42,1,0.00871,mean_reversion,-1063.233609109418
2024-10-02,MHK,SELL,115.92,1,0.05796,mean_reversion,-1063.233609109418
2024-10-03,LEVI,SELL,17.61,1,0.008805,mean_reversion,-1076.444153404271
2024-10-03,MHK,BUY,117.31,1,0.058655,mean_reversion,-1076.444153404271
2024-10-04,LEVI,BUY,17.84,1,0.00892,mean_reversion,-1078.9761743941176
2024-10-04,MHK,SELL,117.77,1,0.058885,mean_reversion,-1078.9761743941176
2024-10-07,LEVI,SELL,17.67,1,0.008835,mean_reversion,-1075.6735383204043
2024-10-07,MHK,BUY,117.3,1,0.05865,mean_reversion,-1075.6735383204043
2024-10-08,LEVI,BUY,17.86,1,0.00893,mean_reversion,-1084.3704799811828
2024-10-08,MHK,SELL,118.28,1,0.05914,mean_reversion,-1084.3704799811828
2024-10-09,LEVI,SELL,17.62,1,0.00881,mean_reversion,-1084.9209193268016
2024-10-09,MHK,BUY,118.09,1,0.059045,mean_reversion,-1084.9209193268016
2024-10-10,LEVI,BUY,17.42,1,0.00871,mean_reversion,-1139.7446781504418
2024-10-10,MHK,SELL,122.87,1,0.061435,mean_reversion,-1139.7446781504418
2024-10-11,LEVI,SELL,17.39,1,0.008695,mean_reversion,-1169.908754290356
2024-10-11,MHK,BUY,125.58,1,0.06279,mean_reversion,-1169.908754290356
2024-10-14,LEVI,BUY,17.72,1,0.00886,mean_reversion,-1215.5952199767228
2024-10-14,MHK,SELL,130.06,1,0.06503,mean_reversion,-1215.5952199767228
2024-10-15,LEVI,SELL,17.57,1,0.008785,mean_reversion,-1202.4947635509936
2024-10-15,MHK,BUY,128.72,1,0.06436,mean_reversion,-1202.4947635509936
2024-10-16,LEVI,SELL,17.37,1,0.008685,trend_following,-1210.7513537352768
2024-10-16,MHK,BUY,129.27,1,0.064635,trend_following,-1210.7513537352768
2024-10-17,LEVI,BUY,17.54,1,0.00877,trend_following,-1224.1820737683774
2024-10-17,MHK,SELL,130.66,1,0.06533,trend_following,-1224.1820737683774
2024-10-18,LEVI,BUY,17.62,1,0.00881,mean_reversion,-1222.861019338892
2024-10-18,MHK,SELL,130.62,1,0.06531,mean_reversion,-1222.861019338892
2024-10-21,LEVI,SELL,17.81,1,0.008905,mean_reversion,-1223.0811950771397
2024-10-21,MHK,BUY,130.83,1,0.065415,mean_reversion,-1223.0811950771397
2024-10-22,LEVI,BUY,17.54,1,0.00877,mean_reversion,-1165.1749759180336
