date,ticker,action,price,quantity,commission,cash,portfolio_value,position
2024-04-18,LEVI,SELL,21.09,16,1.6872,28961.945049999995,100052.23,-140
2024-04-18,MHK,BUY,110.27,83,45.76205,19763.772999999994,100052.23,751
2024-04-19,LEVI,SELL,21.13,15,1.5847499999999999,20079.138249999993,103936.81,-155
2024-04-19,MHK,BUY,115.45,84,48.489000000000004,10332.849249999992,103936.81,835
2024-04-22,LEVI,SELL,21.73,15,1.6297500000000003,10657.169499999993,106332.11,-170
2024-04-22,MHK,BUY,118.43,84,49.74060000000001,659.3088999999919,106332.11,919
2024-04-23,LEVI,SELL,21.22,15,1.5915,976.0173999999919,103560.72,-185
2024-04-23,MHK,BUY,115.32,84,48.4344,-8759.297000000008,103560.72,1003
2024-04-24,LEVI,SELL,21.16,15,1.5870000000000002,-8443.484000000008,103120.47,-200
2024-04-24,MHK,BUY,114.87,84,48.245400000000004,-18140.809400000006,103120.47,1087
2024-04-25,LEVI,SELL,21.92,15,1.6440000000000003,-17813.653400000007,103783.72,-215
2024-04-25,MHK,BUY,115.62,84,48.5604,-27574.293800000003,103783.72,1171
2024-04-26,LEVI,SELL,22.0,15,1.65,-27245.943800000005,104644.77,-230
2024-04-26,MHK,BUY,116.37,84,48.875400000000006,-37069.8992,104644.77,1255
2024-04-29,LEVI,SELL,22.16,15,1.6620000000000001,-36739.161199999995,106703.82,-245
2024-04-29,MHK,BUY,118.04,84,49.576800000000006,-46704.098,106703.82,1339
2024-04-30,LEVI,SELL,22.25,15,1.66875,-46372.016749999995,106775.5,-260
2024-04-30,MHK,BUY,118.11,84,49.6062,-56342.862949999995,106775.5,1423
2024-05-01,LEVI,SELL,21.98,15,1.6484999999999999,-56014.81145,107002.23,-275
2024-05-01,MHK,BUY,118.22,84,49.6524,-65994.94385000001,107002.23,1507
2024-05-02,LEVI,SELL,22.68,15,1.701,-65656.44485000001,109070.23,-290
2024-05-02,MHK,BUY,119.72,84,50.2824,-75763.20725,109070.23,1591
2024-05-03,LEVI,SELL,22.62,15,1.6965000000000001,-75425.60375000001,109230.82,-305
2024-05-03,MHK,BUY,119.81,84,50.3202,-85539.96395000002,109230.82,1675
2024-05-06,LEVI,SELL,22.68,15,1.701,-85201.46495000002,111323.02,-320
2024-05-06,MHK,BUY,121.07,84,50.849399999999996,-95422.19435000003,111323.02,1759
2024-05-07,LEVI,SELL,22.97,15,1.72275,-95079.36710000003,114660.27,-335
2024-05-07,MHK,BUY,123.02,84,51.6684,-105464.71550000002,114660.27,1843
2024-05-08,LEVI,SELL,22.12,15,1.659,-105134.57450000002,115424.2,-350
2024-05-08,MHK,BUY,123.28,84,51.77760000000001,-115541.87210000002,115424.2,1927
2024-05-09,LEVI,SELL,22.2,15,1.665,-115210.53710000002,110752.13,-365
2024-05-09,MHK,BUY,120.87,84,50.76540000000001,-125414.38250000002,110752.13,2011
2024-05-10,LEVI,SELL,22.08,15,1.656,-125084.83850000003,109770.32,-380
2024-05-10,MHK,BUY,120.36,84,50.5512,-135245.62970000002,109770.32,2095
2024-05-13,LEVI,BUY,21.84,380,41.496,-143586.32570000004,113689.44,0
2024-05-13,MHK,SELL,118.92,1995,1186.227,92472.84729999995,113689.44,100
2024-05-14,LEVI,SELL,21.95,15,1.64625,92800.45104999995,113753.44,-15
2024-05-14,MHK,BUY,119.56,84,50.2152,82707.19584999993,113753.44,184
2024-05-15,LEVI,SELL,21.74,15,1.6304999999999998,83031.66534999994,113360.99,-30
2024-05-15,MHK,BUY,117.41,84,49.3122,73119.91314999993,113360.99,268
2024-05-16,LEVI,SELL,21.69,15,1.6267500000000001,73443.63639999994,112920.29,-45
2024-05-16,MHK,BUY,115.76,84,48.619200000000006,63671.17719999995,112920.29,352
2024-05-17,LEVI,SELL,22.14,15,1.6605,64001.61669999995,113135.88,-60
2024-05-17,MHK,BUY,116.43,84,48.900600000000004,54172.596099999944,113135.88,436
2024-05-20,LEVI,SELL,22.62,16,1.8096,54532.70649999994,112814.96,-76
2024-05-20,MHK,BUY,115.76,83,48.040400000000005,44876.58609999994,112814.96,519
2024-05-21,LEVI,BUY,22.78,176,20.0464,40847.259699999944,112186.03999999998,100
2024-05-21,MHK,SELL,116.02,519,301.07189999999997,100760.56779999995,112186.03999999998,0
2024-05-22,LEVI,SELL,23.49,16,1.8792,101134.52859999995,112257.03999999998,84
2024-05-22,MHK,BUY,118.61,83,49.22315,91240.67544999994,112257.03999999998,83
2024-05-23,LEVI,BUY,24.01,16,1.9208,90854.59464999993,112955.16,100
2024-05-23,MHK,SELL,121.93,83,50.600950000000005,100924.18369999994,112955.16,0
2024-05-24,LEVI,SELL,24.16,16,1.9328,101308.81089999994,112970.16,84
2024-05-24,MHK,BUY,121.11,83,50.260650000000005,91206.42024999994,112970.16,83
2024-05-28,LEVI,SELL,23.75,17,2.0187500000000003,91608.15149999993,112483.36999999998,67
2024-05-28,MHK,BUY,115.66,82,47.4206,82076.61089999994,112483.36999999998,165
2024-05-29,LEVI,BUY,24.17,33,3.9880500000000003,81275.01284999994,112818.97999999998,100
2024-05-29,MHK,SELL,117.93,165,97.29225,100636.17059999994,112818.97999999998,0
2024-05-30,LEVI,SELL,23.84,17,2.0264,101039.42419999994,112785.97999999998,83
2024-05-30,MHK,BUY,115.97,82,47.5477,91482.33649999995,112785.97999999998,82
2024-05-31,LEVI,BUY,23.53,17,2.00005,91080.32644999995,112290.57,100
2024-05-31,MHK,SELL,113.43,82,46.5063,100335.08014999995,112290.57,0
2024-06-03,LEVI,SELL,23.58,16,1.8863999999999999,100710.47374999995,112295.57,84
2024-06-03,MHK,BUY,118.08,83,49.0032,90860.83054999994,112295.57,83
2024-06-04,LEVI,BUY,23.7,16,1.896,90479.73454999995,111599.49,100
2024-06-04,MHK,SELL,113.74,83,47.2021,99872.95244999995,111599.49,0
2024-06-05,LEVI,SELL,23.71,100,11.855,102232.09744999996,111601.49,0
2024-06-05,MHK,NONE,115.5,0,0,102232.09744999996,111601.49,0
