date,ticker,action,price,quantity,commission,strategy,zscore
1192,MHK,BUY,125.94,1,0.06297,mean_reversion,-1166.1657667401478
1193,LEVI,BUY,18.85,1,0.009425000000000001,trend_following,-1163.8539214885484
1193,MHK,SELL,126.49,1,0.063245,trend_following,-1163.8539214885484
1198,LEVI,SELL,19.06,1,0.00953,trend_following,-1111.7823593930027
1198,MHK,BUY,121.97,1,0.060985,trend_following,-1111.7823593930027
1199,LEVI,BUY,18.44,1,0.00922,mean_reversion,-1100.5533967423778
1199,MHK,SELL,120.33,1,0.060165,mean_reversion,-1100.5533967423778
1200,LEVI,SELL,18.21,1,0.009105,mean_reversion,-1071.6002871628248
1200,MHK,BUY,117.47,1,0.058735,mean_reversion,-1071.6002871628248
1201,LEVI,BUY,17.79,1,0.008895,mean_reversion,-1096.3700577156742
1201,MHK,SELL,119.3,1,0.05965,mean_reversion,-1096.3700577156742
1202,LEVI,SELL,17.48,1,0.008740000000000001,mean_reversion,-1071.7103750319486
1202,MHK,BUY,116.75,1,0.058375,mean_reversion,-1071.7103750319486
1203,LEVI,BUY,18.22,1,0.00911,mean_reversion,-1095.929706239179
1203,MHK,SELL,119.69,1,0.059845,mean_reversion,-1095.929706239179
1204,LEVI,SELL,18.27,1,0.009135,mean_reversion,-1109.9108656178987
1204,MHK,BUY,121.01,1,0.060505,mean_reversion,-1109.9108656178987
1205,LEVI,BUY,18.09,1,0.009045000000000001,mean_reversion,-1094.6086518096938
1205,MHK,SELL,119.44,1,0.05972,mean_reversion,-1094.6086518096938
1206,LEVI,SELL,18.22,1,0.00911,mean_reversion,-1082.1687225987073
1206,MHK,BUY,118.44,1,0.05922,mean_reversion,-1082.1687225987073
1207,LEVI,BUY,18.67,1,0.009335000000000001,mean_reversion,-1072.3709022466912
1207,MHK,SELL,118.0,1,0.059000000000000004,mean_reversion,-1072.3709022466912
1208,LEVI,SELL,18.39,1,0.009195,mean_reversion,-1052.3349100661642
1208,MHK,BUY,115.9,1,0.05795,mean_reversion,-1052.3349100661642
1209,LEVI,BUY,18.91,1,0.009455,mean_reversion,-1041.216035284663
1209,MHK,SELL,115.41,1,0.057705,mean_reversion,-1041.216035284663
1210,LEVI,SELL,18.15,1,0.009075,mean_reversion,-1086.5722373636584
1210,MHK,BUY,118.77,1,0.059385,mean_reversion,-1086.5722373636584
1211,LEVI,BUY,17.77,1,0.008885,mean_reversion,-1089.654697699124
1211,MHK,SELL,118.67,1,0.059335,mean_reversion,-1089.654697699124
1212,LEVI,SELL,17.49,1,0.008745,mean_reversion,-1068.4077389582353
1212,MHK,BUY,116.46,1,0.05823,mean_reversion,-1068.4077389582353
1213,LEVI,BUY,17.97,1,0.008985,mean_reversion,-1075.5634504512807
1213,MHK,SELL,117.59,1,0.058795,mean_reversion,-1075.5634504512807
1214,LEVI,SELL,17.23,1,0.008615000000000001,mean_reversion,-1069.508617649473
1214,MHK,BUY,116.3,1,0.05815,mean_reversion,-1069.508617649473
1215,LEVI,BUY,16.55,1,0.008275000000000001,trend_following,-1040.4454202007964
1215,MHK,SELL,112.98,1,0.056490000000000005,trend_following,-1040.4454202007964
1216,LEVI,SELL,16.66,1,0.00833,trend_following,-1083.5998648973164
1216,MHK,BUY,117.01,1,0.058505,trend_following,-1083.5998648973164
1217,LEVI,BUY,16.48,1,0.00824,trend_following,-1098.3516393599023
1217,MHK,SELL,118.17,1,0.059085,trend_following,-1098.3516393599023
1218,LEVI,SELL,16.48,1,0.00824,trend_following,-1085.5814465415442
1218,MHK,BUY,117.01,1,0.058505,trend_following,-1085.5814465415442
1219,LEVI,BUY,16.19,1,0.008095000000000001,trend_following,-1075.013011105662
1219,MHK,SELL,115.76,1,0.05788,trend_following,-1075.013011105662
1220,LEVI,SELL,16.23,1,0.008115,trend_following,-1038.9041900330635
1220,MHK,BUY,112.52,1,0.05626,trend_following,-1038.9041900330635
1221,LEVI,BUY,16.36,1,0.00818,mean_reversion,-1047.2708680864705
1221,MHK,SELL,113.41,1,0.056705,mean_reversion,-1047.2708680864705
1222,LEVI,SELL,15.59,1,0.007795,mean_reversion,-1028.3357545971812
1222,MHK,BUY,110.92,1,0.05546,mean_reversion,-1028.3357545971812
1223,LEVI,BUY,16.11,1,0.008055,mean_reversion,-1059.8208851665809
1223,MHK,SELL,114.3,1,0.05715,mean_reversion,-1059.8208851665809
1224,LEVI,SELL,16.44,1,0.008220000000000002,mean_reversion,-1060.261236643076
1224,MHK,BUY,114.67,1,0.057335000000000004,mean_reversion,-1060.261236643076
1225,LEVI,BUY,15.82,1,0.00791,mean_reversion,-1062.683169763799
1225,MHK,SELL,114.27,1,0.057135,mean_reversion,-1062.683169763799
1226,LEVI,SELL,16.08,1,0.008039999999999999,mean_reversion,-1062.4629940255516
1226,MHK,BUY,114.51,1,0.057255,mean_reversion,-1062.4629940255516
1227,LEVI,BUY,15.8,1,0.0079,mean_reversion,-1062.9033455020465
1227,MHK,SELL,114.27,1,0.057135,mean_reversion,-1062.9033455020465
1228,LEVI,SELL,16.05,1,0.008025000000000001,mean_reversion,-1033.7300601842462
1228,MHK,BUY,111.87,1,0.055935000000000006,mean_reversion,-1033.7300601842462
1229,LEVI,BUY,16.04,1,0.00802,mean_reversion,-1084.810831457678
1229,MHK,SELL,116.5,1,0.05825,mean_reversion,-1084.810831457678
1230,LEVI,SELL,16.09,1,0.008045,mean_reversion,-1079.5266137397366
1230,MHK,BUY,116.07,1,0.058034999999999996,mean_reversion,-1079.5266137397366
1231,LEVI,BUY,16.04,1,0.00802,mean_reversion,-1088.7739947461337
1231,MHK,SELL,116.86,1,0.05843,mean_reversion,-1088.7739947461337
1232,LEVI,SELL,15.98,1,0.00799,mean_reversion,-1093.067421641961
1232,MHK,BUY,117.19,1,0.058595,mean_reversion,-1093.067421641961
1233,LEVI,BUY,15.69,1,0.007845,mean_reversion,-1058.279654998848
1233,MHK,SELL,113.74,1,0.05687,mean_reversion,-1058.279654998848
1234,LEVI,SELL,15.59,1,0.007795,mean_reversion,-1064.224399931532
1234,MHK,BUY,114.18,1,0.05709,mean_reversion,-1064.224399931532
1235,LEVI,BUY,16.38,1,0.00819,mean_reversion,-1064.664751408027
1235,MHK,SELL,115.01,1,0.057505,mean_reversion,-1064.664751408027
