date,ticker,action,price,quantity,commission,cash,portfolio_value
1182,LEVI,SELL,17.39,1,0.008695,100121.27097,100006.26097
1182,MHK,BUY,125.58,1,0.06279,99995.62818,99995.62818
1183,LEVI,BUY,17.72,1,0.00886,99977.89932,99994.27932
1183,MHK,SELL,130.06,1,0.06503,100107.89429,100009.26429
1184,LEVI,SELL,17.57,1,0.008785000000000001,100125.45550499999,100010.445505
1184,MHK,BUY,128.72,1,0.06436,99996.67114499999,99996.67114499999
1185,LEVI,SELL,17.37,1,0.008685,100014.03245999999,99997.65245999998
1185,MHK,BUY,129.27,1,0.06463500000000001,99884.69782499998,99983.32782499997
1186,LEVI,BUY,17.54,1,0.00877,99867.14905499999,99982.15905499998
1186,MHK,SELL,130.66,1,0.06533,99997.743725,99997.743725
1187,LEVI,BUY,17.62,1,0.00881,99980.114915,99996.494915
1187,MHK,SELL,130.62,1,0.06531,100110.669605,100012.03960500001
1188,LEVI,SELL,17.81,1,0.008905,100128.4707,100013.46070000001
1188,MHK,BUY,130.83,1,0.065415,99997.575285,99997.575285
1189,LEVI,BUY,17.54,1,0.00877,99980.026515,99996.40651500001
1189,MHK,SELL,125.3,1,0.06265,100105.263865,100006.63386500001
1190,LEVI,SELL,18.24,1,0.00912,100123.494745,100008.48474500001
1190,MHK,BUY,127.97,1,0.063985,99995.46076,99995.46076
1191,LEVI,BUY,18.36,1,0.00918,99977.09158000001,99993.47158000001
1191,MHK,SELL,124.39,1,0.062195,100101.419385,100002.78938500001
1192,LEVI,SELL,18.09,1,0.009045000000000001,100119.50034,100004.49034
1192,MHK,BUY,125.94,1,0.06297,99993.49737,99993.49737
1193,LEVI,BUY,18.85,1,0.009425000000000001,99974.637945,99991.017945
1193,MHK,SELL,126.49,1,0.063245,100101.06469999999,100002.4347
1198,LEVI,SELL,19.06,1,0.00953,100120.11516999999,100005.10517
1198,MHK,BUY,121.97,1,0.060985,99998.08418499999,99998.08418499999
1199,LEVI,BUY,18.44,1,0.00922,99979.63496499999,99996.014965
1199,MHK,SELL,120.33,1,0.060165,100099.90479999999,100001.2748
1200,LEVI,SELL,18.21,1,0.009105,100118.10569499999,100003.095695
1200,MHK,BUY,117.47,1,0.058735,100000.57695999999,100000.57695999999
1201,LEVI,BUY,17.79,1,0.008895,99982.77806499999,99999.158065
1201,MHK,SELL,119.3,1,0.05965,100102.01841499998,100003.388415
1202,LEVI,SELL,17.48,1,0.008740000000000001,100119.48967499999,100004.479675
1202,MHK,BUY,116.75,1,0.058375,100002.6813,100002.6813
1203,LEVI,BUY,18.22,1,0.00911,99984.45219,100000.83219
1203,MHK,SELL,119.69,1,0.059845,100104.082345,100005.45234500001
1204,LEVI,SELL,18.27,1,0.009135,100122.34321,100007.33321000001
1204,MHK,BUY,121.01,1,0.060505,100001.27270500001,100001.27270500001
